road_name,room_count,house_type,mt_sq,constr_year,discount,price,postal_code,price_mt_sq,date,sale_type
Altavej 12,4,Villa,101,1955,NA,1585e3,4500 Nykøbing Sj,15693,2016-05-11,Alm. Salg
Klintvej 129D,4,Villa,139,2014,-0.13,1e6,4500 Nykøbing Sj,7194,2016-05-11,Alm. Salg
Rørvigvej 46,2,Villa,90,1959,NA,695e3,4500 Nykøbing Sj,7722,2016-05-11,Auktion
Kløverstien 12,4,Villa,133,1977,NA,43e4,4500 Nykøbing Sj,3233,2016-05-10,Fam. Salg
Kokkevang 9,5,Villa,174,1827,NA,1545e3,4500 Nykøbing Sj,8879,2016-05-09,Alm. Salg
Bispevej 26,5,Villa,104,1960,-0.04,82e4,4500 Nykøbing Sj,7884,2016-05-07,Alm. Salg
Lindeparken 4,4,Villa,100,1975,-0.07,83e4,4500 Nykøbing Sj,8300,2016-04-29,Alm. Salg
Glostrupvej 33,3,Villa,112,1900,0,75e4,4500 Nykøbing Sj,6696,2016-04-26,Alm. Salg
Thorshøjvej 5,5,Villa,98,1952,NA,612500,4500 Nykøbing Sj,6250,2016-04-12,Alm. Salg
Sletterhøjvej 18,7,Villa,218,1930,NA,95e4,4500 Nykøbing Sj,4357,2016-04-11,Fam. Salg
Toftegårdsvænget 5,4,Villa,116,1974,NA,349e3,4500 Nykøbing Sj,3008,2016-04-11,Auktion
Dalvang 8,3,Villa,93,1963,NA,342303,4500 Nykøbing Sj,3680,2016-03-31,Fam. Salg
Nyledsbakken 50,7,Villa,258,1920,-0.12,1675e3,4500 Nykøbing Sj,6492,2016-03-28,Alm. Salg
Dr Egedesvej 8,5,Villa,102,1957,NA,318e3,4500 Nykøbing Sj,3117,2016-03-06,Fam. Salg
Lumsås Møllevej 12,6,Villa,195,1976,-0.03,125e4,4500 Nykøbing Sj,6410,2016-03-03,Alm. Salg
Kingosvej 62,5,Villa,128,1965,NA,56e4,4500 Nykøbing Sj,4375,2016-03-02,Fam. Salg
Altavej 7,3,Villa,70,1953,-0.15,85e4,4500 Nykøbing Sj,12142,2016-02-24,Alm. Salg
Møstvej 7,4,Villa,110,1825,0.14,335e3,4500 Nykøbing Sj,3045,2016-02-19,Alm. Salg
Møllegårdsalle 9,4,Villa,103,1930,-0.14,6e5,4500 Nykøbing Sj,5825,2016-02-18,Alm. Salg
A Ladingsvej 14,5,Villa,110,1966,-0.05,85e4,4500 Nykøbing Sj,7727,2016-02-17,Alm. Salg
Kokkevang 2E,3,Villa,64,1877,NA,299873,4500 Nykøbing Sj,4685,2016-02-17,Alm. Salg
Grundtvigsvej 22,5,Villa,109,1920,NA,635e3,4500 Nykøbing Sj,5825,2016-02-11,Fam. Salg
Egebjergvej 232A,7,Villa,208,1915,-0.5,65e4,4500 Nykøbing Sj,3125,2016-02-08,Alm. Salg
Digterparken 24,4,Villa,126,1978,-0.02,1195e3,4500 Nykøbing Sj,9484,2016-01-25,Alm. Salg
Brådevej 26,4,Villa,128,1877,NA,31e4,4500 Nykøbing Sj,2421,2016-01-25,Alm. Salg
Kingosvej 12,5,Villa,126,1962,NA,462705,4500 Nykøbing Sj,3672,2016-01-08,Alm. Salg
Nyledsbakken 38C,5,Villa,110,1948,NA,475868,4500 Nykøbing Sj,4326,2016-01-08,Alm. Salg
Kingosvej 12,5,Villa,126,1962,NA,854175,4500 Nykøbing Sj,6779,2016-01-05,Alm. Salg
