road_name,room_count,house_type,mt_sq,constr_year,discount,price,postal_code,price_mt_sq,date,sale_type
Blåbærvej 45,5,Sommerhus,110,2006,NA,828750,4500 Nykøbing Sj,7534,2016-06-02,Alm. Salg
Vedhammervej 24,4,Sommerhus,61,1955,NA,159800,4500 Nykøbing Sj,2619,2016-06-01,Fam. Salg
Pilelunden 13,3,Sommerhus,60,1977,NA,89e4,4500 Nykøbing Sj,14833,2016-06-01,Alm. Salg
Skærby Bakke 14,4,Sommerhus,85,1937,0.01,1e6,4500 Nykøbing Sj,11764,2016-06-01,Alm. Salg
Borrelyngen 7,5,Sommerhus,105,1972,0.25,2495e3,4500 Nykøbing Sj,23761,2016-06-01,Alm. Salg
Topvej 43,6,Sommerhus,75,1966,NA,195e4,4500 Nykøbing Sj,26e3,2016-05-31,Alm. Salg
Apotekerstien 7,4,Sommerhus,40,1961,NA,35e4,4500 Nykøbing Sj,8750,2016-05-31,Fam. Salg
Valdemarsvej 1,3,Sommerhus,60,1963,NA,535500,4500 Nykøbing Sj,8925,2016-05-31,Fam. Salg
Hertasvej 8,3,Sommerhus,48,1967,0,995e3,4500 Nykøbing Sj,20729,2016-05-31,Alm. Salg
Porsevej 1,5,Sommerhus,84,1946,-0.06,795e3,4500 Nykøbing Sj,9464,2016-05-28,Alm. Salg
Slåenhækken 7,4,Sommerhus,90,1969,NA,7e5,4500 Nykøbing Sj,7777,2016-05-27,Fam. Salg
Møstvej 4,4,Sommerhus,84,1972,-0.09,905e3,4500 Nykøbing Sj,10773,2016-05-27,Alm. Salg
Skovløbervej 14,3,Sommerhus,50,1966,-0.07,135e4,4500 Nykøbing Sj,27e3,2016-05-27,Alm. Salg
Blåbærstien 7,3,Sommerhus,63,1974,-0.15,55e4,4500 Nykøbing Sj,8730,2016-05-26,Alm. Salg
Åbredden 28,4,Sommerhus,79,1983,0,295e4,4500 Nykøbing Sj,37341,2016-05-26,Alm. Salg
Bøsserup Vænge 3,3,Sommerhus,60,1986,-0.06,745500,4500 Nykøbing Sj,12425,2016-05-25,Alm. Salg
Sandvej 8,5,Sommerhus,75,1955,-0.08,11e5,4500 Nykøbing Sj,14666,2016-05-25,Alm. Salg
Trekløvervej 20,3,Sommerhus,71,1966,-0.05,9e5,4500 Nykøbing Sj,12676,2016-05-25,Alm. Salg
Søvang 20,4,Sommerhus,83,1960,-0.1,9e5,4500 Nykøbing Sj,10843,2016-05-18,Alm. Salg
Fyrrestien 12,4,Sommerhus,62,1960,-0.19,32e4,4500 Nykøbing Sj,5161,2016-05-18,Alm. Salg
Larsensvej 15,3,Sommerhus,72,1960,-0.02,185e4,4500 Nykøbing Sj,25694,2016-05-17,Alm. Salg
Borgmestervænget 7,4,Sommerhus,75,1956,0,1175e3,4500 Nykøbing Sj,15666,2016-05-17,Alm. Salg
Ternevej 12,3,Sommerhus,52,2008,-0.06,625e3,4500 Nykøbing Sj,12019,2016-05-16,Alm. Salg
Hedeboengen 6,4,Sommerhus,55,1979,-0.11,62e4,4500 Nykøbing Sj,11272,2016-05-16,Alm. Salg
Gyvelvej 36,4,Sommerhus,55,1952,-0.03,125e4,4500 Nykøbing Sj,22727,2016-05-13,Alm. Salg
Pilevangsvej 11,3,Sommerhus,77,1976,-0.02,1275e3,4500 Nykøbing Sj,16558,2016-05-12,Alm. Salg
Dæmningen 17,3,Sommerhus,73,1960,-0.13,1e6,4500 Nykøbing Sj,13698,2016-05-11,Alm. Salg
Nordre Strandvej 28A,5,Sommerhus,81,1970,NA,1e6,4500 Nykøbing Sj,12345,2016-05-11,Fam. Salg
Ebbes Lyng 99,5,Sommerhus,91,1967,-0.04,12e5,4500 Nykøbing Sj,13186,2016-05-10,Alm. Salg
Strandparken 11,4,Sommerhus,86,1979,-0.06,65e4,4500 Nykøbing Sj,7558,2016-05-09,Alm. Salg
Thorsvej 31,4,Sommerhus,71,1980,-0.04,115e4,4500 Nykøbing Sj,16197,2016-05-06,Alm. Salg
Rejenettet 4,4,Sommerhus,62,1982,0.1,1201e3,4500 Nykøbing Sj,19370,2016-05-04,Alm. Salg
Rørsangervej 4,4,Sommerhus,71,1965,-0.03,92e4,4500 Nykøbing Sj,12957,2016-05-02,Alm. Salg
Kløvermarken 18,3,Sommerhus,63,1965,-0.1,125e4,4500 Nykøbing Sj,19841,2016-05-02,Alm. Salg
Thorsvej 64,5,Sommerhus,106,1961,NA,1615e3,4500 Nykøbing Sj,15235,2016-04-30,Fam. Salg
Mosesvinget 4,2,Sommerhus,40,1974,-0.08,545e3,4500 Nykøbing Sj,13625,2016-04-29,Alm. Salg
Vesterled 26,2,Sommerhus,53,1966,-0.08,5e5,4500 Nykøbing Sj,9433,2016-04-29,Alm. Salg
Hyldebærstien 5,3,Sommerhus,36,1958,-0.15,635e3,4500 Nykøbing Sj,17638,2016-04-29,Alm. Salg
Vibo Skovvej 3,6,Sommerhus,89,1954,0,1795e3,4500 Nykøbing Sj,20168,2016-04-28,Alm. Salg
Gøgetoften 4,3,Sommerhus,36,1963,NA,395e3,4500 Nykøbing Sj,10972,2016-04-26,Andet
Lyngbakken 2,4,Sommerhus,80,1962,-0.2,1e6,4500 Nykøbing Sj,12500,2016-04-23,Fam. Salg
Kløvermarken 27,3,Sommerhus,99,1982,-0.14,203e4,4500 Nykøbing Sj,20505,2016-04-23,Alm. Salg
Sleipnersvej 48,4,Sommerhus,77,1961,0.08,151e4,4500 Nykøbing Sj,19610,2016-04-22,Alm. Salg
Brombærvej 7,4,Sommerhus,69,1951,-0.03,725e3,4500 Nykøbing Sj,10507,2016-04-20,Alm. Salg
Søvænget 9,5,Sommerhus,63,1974,0,745e3,4500 Nykøbing Sj,11825,2016-04-20,Alm. Salg
Ravnekærsvej 5,3,Sommerhus,57,1975,-0.07,46e4,4500 Nykøbing Sj,8070,2016-04-20,Alm. Salg
Slåenstien 4,3,Sommerhus,80,1973,-0.08,915e3,4500 Nykøbing Sj,11437,2016-04-20,Alm. Salg
Parallelvej 5,3,Sommerhus,47,1977,-0.2,518e3,4500 Nykøbing Sj,11021,2016-04-19,Alm. Salg
Bøsserup Vænge 20,6,Sommerhus,102,1985,-0.09,995e3,4500 Nykøbing Sj,9754,2016-04-18,Alm. Salg
Rishøj Sidevej 19,4,Sommerhus,60,1967,-0.21,55e4,4500 Nykøbing Sj,9166,2016-04-18,Alm. Salg
Vesterlyngvej 104,5,Sommerhus,109,1923,NA,75e4,4500 Nykøbing Sj,6880,2016-04-16,Alm. Salg
Bregnebjergvej 15,3,Sommerhus,44,1968,-0.04,57e4,4500 Nykøbing Sj,12954,2016-04-15,Alm. Salg
Lærkevang 8,4,Sommerhus,64,1950,-0.11,775e3,4500 Nykøbing Sj,12109,2016-04-15,Alm. Salg
Keramikvej 20,5,Sommerhus,76,1969,-0.12,73e4,4500 Nykøbing Sj,9605,2016-04-15,Alm. Salg
Bellisvej 4,3,Sommerhus,43,1972,-0.04,65e4,4500 Nykøbing Sj,15116,2016-04-10,Alm. Salg
Brunhøj Strandvej 1,3,Sommerhus,60,1936,-0.06,34e5,4500 Nykøbing Sj,56666,2016-04-08,Alm. Salg
Bøsserup Vænge 12,4,Sommerhus,116,2009,-0.1,1125e3,4500 Nykøbing Sj,9698,2016-04-05,Alm. Salg
Vibo Skovvej 10,3,Sommerhus,50,1966,0.23,1225e3,4500 Nykøbing Sj,24500,2016-04-04,Alm. Salg
Brombærstien 3,3,Sommerhus,61,1964,0.01,86e4,4500 Nykøbing Sj,14098,2016-04-04,Alm. Salg
Dyrehøj Strandvej 5,4,Sommerhus,90,1962,NA,2082500,4500 Nykøbing Sj,23138,2016-03-30,Fam. Salg
Koglestien 2,3,Sommerhus,53,2007,NA,115e4,4500 Nykøbing Sj,21698,2016-03-29,Alm. Salg
Fasanvej 6,3,Sommerhus,110,1955,-0.19,162e4,4500 Nykøbing Sj,14727,2016-03-29,Alm. Salg
Margueritevej 9,3,Sommerhus,52,1969,-0.06,85e4,4500 Nykøbing Sj,16346,2016-03-23,Alm. Salg
Fasanlodden 7,4,Sommerhus,77,1968,NA,85e4,4500 Nykøbing Sj,11038,2016-03-22,Fam. Salg
Nattergalevej 3,4,Sommerhus,32,1959,0,35e4,4500 Nykøbing Sj,10937,2016-03-21,Alm. Salg
Rørvigvej 163,3,Sommerhus,57,1911,-0.02,585e3,4500 Nykøbing Sj,10263,2016-03-18,Alm. Salg
Aage Beyers Vænge 16,4,Sommerhus,71,2016,NA,5e5,4500 Nykøbing Sj,7042,2016-03-18,Alm. Salg
Andrupsvej 16,4,Sommerhus,47,1958,NA,705500,4500 Nykøbing Sj,15010,2016-03-17,Fam. Salg
Lokesalle 7,2,Sommerhus,42,1965,0,585e3,4500 Nykøbing Sj,13928,2016-03-16,Alm. Salg
Blommestien 5,3,Sommerhus,35,1974,NA,475e3,4500 Nykøbing Sj,13571,2016-03-16,Fam. Salg
Fyrrelunden 8,2,Sommerhus,40,1951,0,55e4,4500 Nykøbing Sj,13750,2016-03-15,Alm. Salg
Minklodden 1,3,Sommerhus,67,1969,-0.1,445e3,4500 Nykøbing Sj,6641,2016-03-15,Alm. Salg
Drosselholm Skovvej 23,3,Sommerhus,50,1969,-0.08,3e5,4500 Nykøbing Sj,6e3,2016-03-15,Alm. Salg
Fasanstien 16,3,Sommerhus,50,1973,NA,497500,4500 Nykøbing Sj,9950,2016-03-14,Andet
Vildrosevej 4,4,Sommerhus,58,1961,-0.09,813750,4500 Nykøbing Sj,14030,2016-03-11,Alm. Salg
Kragemosevej 24,1,Sommerhus,14,1971,NA,365500,4500 Nykøbing Sj,26107,2016-03-10,Fam. Salg
Stormbakkevej 10,5,Sommerhus,102,2006,NA,2265e3,4500 Nykøbing Sj,22205,2016-03-08,Alm. Salg
Klitborgvej 1,3,Sommerhus,39,1961,NA,65e4,4500 Nykøbing Sj,16666,2016-03-08,Alm. Salg
Vibo Skovvej 6,3,Sommerhus,49,1948,NA,3e5,4500 Nykøbing Sj,6122,2016-03-07,Fam. Salg
Mejsebakken 4,4,Sommerhus,83,1974,NA,1e5,4500 Nykøbing Sj,1204,2016-03-04,Alm. Salg
Provisorvej 10,4,Sommerhus,95,1970,-0.01,985e3,4500 Nykøbing Sj,10368,2016-03-03,Alm. Salg
Skærbyåsen 11,4,Sommerhus,88,2011,-0.1,148e4,4500 Nykøbing Sj,16818,2016-02-29,Alm. Salg
Borgmestervænget 11,3,Sommerhus,69,1957,-0.01,775e3,4500 Nykøbing Sj,11231,2016-02-29,Alm. Salg
Stormbakkevej 11,2,Sommerhus,55,1961,-0.2,515e3,4500 Nykøbing Sj,9363,2016-02-25,Alm. Salg
Andrupsvej 8,3,Sommerhus,50,1974,NA,51e4,4500 Nykøbing Sj,10200,2016-02-19,Fam. Salg
Forchhammervej 6,2,Sommerhus,30,1977,0,195e3,4500 Nykøbing Sj,6500,2016-02-18,Alm. Salg
Enebærvej 15,3,Sommerhus,48,1937,NA,637500,4500 Nykøbing Sj,13281,2016-02-18,Fam. Salg
Søvang 35,4,Sommerhus,93,2004,NA,55e4,4500 Nykøbing Sj,5913,2016-02-18,Andet
Vesterled 9,3,Sommerhus,48,2001,NA,459e3,4500 Nykøbing Sj,9562,2016-02-15,Auktion
Poppelvænget 15,4,Sommerhus,91,1972,-0.06,978500,4500 Nykøbing Sj,10752,2016-02-11,Alm. Salg
Forchhammervej 25,4,Sommerhus,83,2004,-0.14,116e4,4500 Nykøbing Sj,13975,2016-02-09,Alm. Salg
Gnaverstien 6,4,Sommerhus,72,1996,NA,772900,4500 Nykøbing Sj,10734,2016-02-07,Fam. Salg
Kilhultvej 19,5,Sommerhus,101,1979,NA,737800,4500 Nykøbing Sj,7304,2016-02-04,Fam. Salg
Enebærvej 38,3,Sommerhus,53,1977,NA,415e3,4500 Nykøbing Sj,7830,2016-02-04,Alm. Salg
Rørvigvej 130,4,Sommerhus,127,1980,-0.1,9e5,4500 Nykøbing Sj,7086,2016-02-02,Alm. Salg
Blåbærvej 6,3,Sommerhus,60,1942,NA,25e4,4500 Nykøbing Sj,4166,2016-02-01,Andet
Søvang 4,4,Sommerhus,71,1968,-0.1,625e3,4500 Nykøbing Sj,8802,2016-02-01,Alm. Salg
Søvang 86,3,Sommerhus,62,1970,-0.1,625e3,4500 Nykøbing Sj,10080,2016-02-01,Alm. Salg
Damengen 13,3,Sommerhus,43,1968,-0.08,39e4,4500 Nykøbing Sj,9069,2016-02-01,Alm. Salg
Ole Segnersvej 12,4,Sommerhus,83,2006,NA,637500,4500 Nykøbing Sj,7680,2016-01-28,Fam. Salg
Brunhøj Strandvej 19,3,Sommerhus,44,1936,-0.12,35e5,4500 Nykøbing Sj,79545,2016-01-27,Alm. Salg
Sølystgårdsvej 8,4,Sommerhus,102,1988,-0.12,88e4,4500 Nykøbing Sj,8627,2016-01-27,Alm. Salg
Møstaaen 1B,5,Sommerhus,70,1986,-0.06,725e3,4500 Nykøbing Sj,10357,2016-01-26,Alm. Salg
Søhøjsvej 3,4,Sommerhus,80,1961,NA,105e4,4500 Nykøbing Sj,13125,2016-01-23,Alm. Salg
Topvej 21,4,Sommerhus,93,2006,-0.11,16e5,4500 Nykøbing Sj,17204,2016-01-20,Alm. Salg
Fyrrebakken 12,4,Sommerhus,71,1961,NA,3e5,4500 Nykøbing Sj,4225,2016-01-20,Fam. Salg
Hertasvej 12,5,Sommerhus,118,1962,NA,298350,4500 Nykøbing Sj,2528,2016-01-19,Fam. Salg
Klintetoppen 49,5,Sommerhus,115,1974,NA,1042e3,4500 Nykøbing Sj,9060,2016-01-18,Fam. Salg
Tømrerbakken 9,4,Sommerhus,85,1973,NA,468906,4500 Nykøbing Sj,5516,2016-01-18,Alm. Salg
Klintvej 188,4,Sommerhus,98,1851,NA,446250,4500 Nykøbing Sj,4553,2016-01-15,Fam. Salg
Klitrosevej 12,5,Sommerhus,74,1944,-0.12,19e5,4500 Nykøbing Sj,25675,2016-01-14,Alm. Salg
Bregnebjergvej 9,4,Sommerhus,80,1971,-0.04,665e3,4500 Nykøbing Sj,8312,2016-01-14,Alm. Salg
Østerlyngvej 150,3,Sommerhus,52,1955,-0.12,525e3,4500 Nykøbing Sj,10096,2016-01-14,Alm. Salg
Vestvej 37A,4,Sommerhus,83,2013,NA,29e5,4500 Nykøbing Sj,34939,2016-01-14,Alm. Salg
Brunhøj Strandvej 17,5,Sommerhus,73,1935,-0.07,395e4,4500 Nykøbing Sj,54109,2016-01-13,Alm. Salg
Østerlunden 5,3,Sommerhus,62,1961,-0.32,2e5,4500 Nykøbing Sj,3225,2016-01-09,Alm. Salg
Udlodden 3,3,Sommerhus,87,2004,NA,6e5,4500 Nykøbing Sj,6896,2016-01-08,Fam. Salg
Udlodden 31,4,Sommerhus,63,1968,NA,1437600,4500 Nykøbing Sj,22819,2016-01-06,Alm. Salg
Bjergmosevej 4,5,Sommerhus,116,1949,NA,16e5,4500 Nykøbing Sj,13793,2016-01-06,Fam. Salg
Chr Petersensvej 21,4,Sommerhus,72,1956,-0.19,105e4,4500 Nykøbing Sj,14583,2016-01-04,Alm. Salg
Borgmesterlodden 34,6,Sommerhus,116,1979,-0.15,1015e3,4500 Nykøbing Sj,8750,2016-01-04,Alm. Salg
Ørnæsvej 7,4,Sommerhus,86,2014,NA,23e5,4500 Nykøbing Sj,26744,2016-01-04,Alm. Salg
Vesterbro 68,8,Villa,235,1966,NA,943829,4500 Nykøbing Sj,4016,2017-06-27,Alm. Salg
Skaverupvej 24,6,Villa,164,1937,0,2295e3,4500 Nykøbing Sj,13993,2017-06-25,Alm. Salg
Stokrosevej 9,5,Villa,179,1954,0,1215e3,4500 Nykøbing Sj,6787,2017-06-22,Alm. Salg
Klintevej 11,4,Villa,125,1912,-0.1,9e5,4500 Nykøbing Sj,7200,2017-06-19,Alm. Salg
Kingosvej 100,4,Villa,120,1972,0,1195e3,4500 Nykøbing Sj,9958,2017-06-16,Alm. Salg
Æble Alle 7,5,Villa,100,1980,NA,66e4,4500 Nykøbing Sj,6600,2017-06-07,Alm. Salg
Sct Georgs Vej 5,5,Villa,211,1972,-0.02,195e4,4500 Nykøbing Sj,9241,2017-06-01,Alm. Salg
Oldhøj 8,3,Villa,110,1966,-0.03,675e3,4500 Nykøbing Sj,6136,2017-05-24,Alm. Salg
Læsøvej 8,4,Villa,127,1979,-0.15,85e4,4500 Nykøbing Sj,6692,2017-05-22,Alm. Salg
Højbyvej 22,6,Villa,237,2005,-0.08,21e5,4500 Nykøbing Sj,8860,2017-05-19,Alm. Salg
Lestrupvej 17,5,Villa,170,1777,-0.02,975e3,4500 Nykøbing Sj,5735,2017-05-17,Alm. Salg
Ryttervænget 6,3,Villa,101,1966,-0.17,66e4,4500 Nykøbing Sj,6534,2017-05-12,Alm. Salg
Æble Alle 79,5,Villa,136,1986,0,165e4,4500 Nykøbing Sj,12132,2017-05-11,Alm. Salg
Oldhøjvænget 5,6,Villa,133,1978,NA,695e3,4500 Nykøbing Sj,5225,2017-05-08,Auktion
Skolelodden 9,6,Villa,147,1976,0.2,595e3,4500 Nykøbing Sj,4047,2017-05-05,Alm. Salg
Endelavevej 13,5,Villa,142,2004,-0.02,195e4,4500 Nykøbing Sj,13732,2017-05-01,Alm. Salg
Egebjergvej 65,5,Villa,184,1962,-0.04,1525e3,4500 Nykøbing Sj,8288,2017-04-22,Alm. Salg
Nordstrandsvej 23,5,Villa,108,1965,-0.08,73e4,4500 Nykøbing Sj,6759,2017-04-19,Alm. Salg
Vesterbro 50,5,Villa,126,1935,-0.04,115e4,4500 Nykøbing Sj,9126,2017-04-17,Alm. Salg
Grundtvigsvej 20,4,Villa,91,1919,0,995e3,4500 Nykøbing Sj,10934,2017-04-10,Alm. Salg
C Steinckesvej 11,4,Villa,131,1952,NA,366971,4500 Nykøbing Sj,2801,2017-04-10,Andet
Vesterlyngvej 112,5,Villa,183,1940,-0.15,85e4,4500 Nykøbing Sj,4644,2017-04-10,Alm. Salg
Kildestræde 21,4,Villa,101,1935,NA,645e3,4500 Nykøbing Sj,6386,2017-04-05,Auktion
Egebjergvej 2,6,Villa,81,1953,0,496e3,4500 Nykøbing Sj,6123,2017-03-28,Alm. Salg
Englandsbakken 3,6,Villa,140,1865,-0.1,135e4,4500 Nykøbing Sj,9642,2017-03-26,Alm. Salg
Klintevej 14,4,Villa,186,1906,NA,83e4,4500 Nykøbing Sj,4462,2017-03-24,Alm. Salg
Billesvej 29,4,Villa,80,1944,-0.04,11e5,4500 Nykøbing Sj,13750,2017-03-21,Alm. Salg
Oldhøj 20,5,Villa,170,1975,-0.06,1455e3,4500 Nykøbing Sj,8558,2017-03-15,Alm. Salg
Rørvigvej 59,6,Villa,172,1948,-0.09,1045e3,4500 Nykøbing Sj,6075,2017-03-07,Alm. Salg
Nordstrandsvej 17,5,Villa,100,1948,-0.16,5e5,4500 Nykøbing Sj,5e3,2017-03-06,Alm. Salg
Johs Olsens Vej 9,4,Villa,123,1973,-0.13,1e6,4500 Nykøbing Sj,8130,2017-03-03,Alm. Salg
Mosbyvej 28,4,Villa,115,1975,-0.07,86e4,4500 Nykøbing Sj,7478,2017-02-27,Alm. Salg
Egebjergvej 189,6,Villa,165,1928,-0.39,149e4,4500 Nykøbing Sj,9030,2017-02-27,Auktion
Skovvej 5,9,Villa,300,2010,-0.02,342e4,4500 Nykøbing Sj,11400,2017-02-24,Alm. Salg
Sct Georgs Vej 10,8,Villa,209,1972,-0.04,201e4,4500 Nykøbing Sj,9617,2017-02-22,Alm. Salg
Nordstrandsvej 55,3,Villa,98,1960,-0.03,675e3,4500 Nykøbing Sj,6887,2017-02-22,Alm. Salg
Billesvej 30,4,Villa,84,1953,NA,6e5,4500 Nykøbing Sj,7142,2017-02-20,Alm. Salg
Klintvej 13,4,Villa,112,1965,NA,8e5,4500 Nykøbing Sj,7142,2017-02-09,Alm. Salg
Fasanalle 8,8,Villa,210,1965,-0.05,95e4,4500 Nykøbing Sj,4523,2017-02-09,Alm. Salg
Fanøvej 8,4,Villa,130,1997,-0.1,135e4,4500 Nykøbing Sj,10384,2017-02-03,Alm. Salg
Askehaven 8A,7,Villa,155,1928,-0.08,1095e3,4500 Nykøbing Sj,7064,2017-02-02,Alm. Salg
Blichersvej 6,3,Villa,115,1976,0,1195e3,4500 Nykøbing Sj,10391,2017-01-31,Alm. Salg
Rørvigvej 20,5,Villa,115,1954,0,1300100,4500 Nykøbing Sj,11305,2017-01-31,Alm. Salg
Grønlandsvej 7,5,Villa,160,1925,-0.1,175e4,4500 Nykøbing Sj,10937,2017-01-31,Alm. Salg
Kirkebakken 1,7,Villa,156,1972,-0.08,1195e3,4500 Nykøbing Sj,7660,2017-01-19,Alm. Salg
Askehaven 4,6,Villa,112,1850,-0.32,335e3,4500 Nykøbing Sj,2991,2017-01-16,Alm. Salg
Sølvagervej 16,12,Villa,258,1777,-0.05,2645e3,4500 Nykøbing Sj,10251,2017-01-12,Alm. Salg
Kingosvej 24,2,Villa,80,1955,-0.08,55e4,4500 Nykøbing Sj,6875,2017-01-03,Alm. Salg
Tjørneholmen 4,6,Villa,131,1925,NA,795e3,4500 Nykøbing Sj,6068,2017-01-02,Auktion
Brådevej 9,4,Villa,147,1909,0.12,554e3,4500 Nykøbing Sj,3768,2016-12-21,Alm. Salg
Mosbyvej 3,4,Villa,94,1971,NA,65e4,4500 Nykøbing Sj,6914,2016-12-20,Alm. Salg
Glostrupvej 2,7,Villa,166,1910,NA,133e4,4500 Nykøbing Sj,8012,2016-12-18,Alm. Salg
Gartnervænget 6,4,Villa,138,2005,-0.04,1925e3,4500 Nykøbing Sj,13949,2016-12-17,Alm. Salg
Toftegårdsvænget 4,4,Villa,107,1967,-0.05,735e3,4500 Nykøbing Sj,6869,2016-12-12,Alm. Salg
Egebjergvej 175,8,Villa,172,1967,NA,1914140,4500 Nykøbing Sj,11128,2016-12-08,Fam. Salg
Egebjergvej 278,5,Villa,132,1859,NA,75e4,4500 Nykøbing Sj,5681,2016-12-07,Fam. Salg
Rørvigvej 85,5,Villa,142,1954,-0.14,625e3,4500 Nykøbing Sj,4401,2016-12-06,Alm. Salg
Dr Schadsvej 5,4,Villa,126,1963,NA,55e4,4500 Nykøbing Sj,4365,2016-12-01,Alm. Salg
Bispevej 18,5,Villa,155,1969,-0.16,105e4,4500 Nykøbing Sj,6774,2016-12-01,Auktion
Dr Egedesvej 3,4,Villa,104,1958,NA,620398,4500 Nykøbing Sj,5965,2016-11-30,Andet
Isefjordsvej 10,4,Villa,155,1875,-0.02,1275e3,4500 Nykøbing Sj,8225,2016-11-28,Alm. Salg
Læsøvej 3,6,Villa,181,1963,-0.04,11e5,4500 Nykøbing Sj,6077,2016-11-27,Alm. Salg
Egebjergvej 249,3,Villa,48,1877,NA,1045e3,4500 Nykøbing Sj,21770,2016-11-23,Andet
Askehaven 8A,7,Villa,155,1928,0,1195e3,4500 Nykøbing Sj,7709,2016-11-22,Alm. Salg
Askehaven 9,3,Villa,70,1963,-0.14,6e5,4500 Nykøbing Sj,8571,2016-11-21,Alm. Salg
Sejerøvej 8,3,Villa,127,1977,-0.03,145e4,4500 Nykøbing Sj,11417,2016-11-10,Alm. Salg
Brydebakken 12,6,Villa,180,1972,NA,9e5,4500 Nykøbing Sj,5e3,2016-11-03,Alm. Salg
Saxildsalle 2,5,Villa,128,1934,-0.09,1e6,4500 Nykøbing Sj,7812,2016-10-31,Alm. Salg
Grønnehavestræde 5,12,Villa,242,1850,-0.1,18e5,4500 Nykøbing Sj,7438,2016-10-31,Alm. Salg
Lindegårdshegnet 19,4,Villa,139,2008,-0.03,1925e3,4500 Nykøbing Sj,13848,2016-10-19,Alm. Salg
Skovlundevej 11,8,Villa,210,1924,0.07,1595e3,4500 Nykøbing Sj,7595,2016-10-09,Alm. Salg
Æble Alle 15,4,Villa,82,1960,NA,2e5,4500 Nykøbing Sj,2439,2016-10-06,Alm. Salg
Ørnevej 4,4,Villa,131,1958,0,875e3,4500 Nykøbing Sj,6679,2016-09-30,Alm. Salg
Brådevej 29,5,Villa,156,1877,-0.04,1095e3,4500 Nykøbing Sj,7019,2016-09-27,Alm. Salg
Nordstrandsvej 28,4,Villa,96,1956,0.05,1255e3,4500 Nykøbing Sj,13072,2016-09-26,Alm. Salg
Isefjordsvej 11,4,Villa,115,1934,NA,708065,4500 Nykøbing Sj,6157,2016-09-23,Fam. Salg
Hovvigvej 4,4,Villa,198,1997,NA,155e4,4500 Nykøbing Sj,NA,2016-09-20,Alm. Salg
Saxildsalle 19,5,Villa,114,1951,0,999e3,4500 Nykøbing Sj,8763,2016-09-18,Alm. Salg
Bjarkesvej 14,4,Villa,110,1987,-0.07,107e4,4500 Nykøbing Sj,9727,2016-09-14,Alm. Salg
Bjarkesvej 4,6,Villa,144,1988,-0.08,125e4,4500 Nykøbing Sj,8680,2016-09-11,Alm. Salg
Glostrupvej 19,4,Villa,82,1905,-0.12,26e4,4500 Nykøbing Sj,3170,2016-09-05,Alm. Salg
Rørvigvej 99,3,Villa,77,1960,-0.03,97e4,4500 Nykøbing Sj,12597,2016-09-02,Alm. Salg
Sandskredsvej 17,4,Villa,161,1900,-0.08,11e5,4500 Nykøbing Sj,6832,2016-08-30,Alm. Salg
Søndergårdsvej 4,5,Villa,112,1926,NA,6e5,4500 Nykøbing Sj,5357,2016-08-25,Alm. Salg
Æble Alle 7,5,Villa,100,1980,-0.09,66e4,4500 Nykøbing Sj,6600,2016-08-24,Alm. Salg
Nordstrandsvej 33,3,Villa,74,1955,-0.06,825e3,4500 Nykøbing Sj,11148,2016-08-22,Alm. Salg
Dr Schadsvej 13,5,Villa,111,1953,NA,576563,4500 Nykøbing Sj,5194,2016-08-22,Alm. Salg
Egebjergvej 203,6,Villa,167,1920,-0.08,1555e3,4500 Nykøbing Sj,9311,2016-08-15,Alm. Salg
Rørvigvej 31,5,Villa,142,1919,-0.47,4e5,4500 Nykøbing Sj,2816,2016-08-05,Alm. Salg
Oddenvej 134,4,Villa,91,1935,-0.08,55e4,4500 Nykøbing Sj,6043,2016-08-04,Alm. Salg
A Ladingsvej 4,7,Villa,130,1917,-0.1,625e3,4500 Nykøbing Sj,4807,2016-08-03,Alm. Salg
Klintvej 127,6,Villa,146,1972,NA,945e3,4500 Nykøbing Sj,6472,2016-07-29,Alm. Salg
Højbyvej 32,2,Villa,70,1962,NA,15e4,4500 Nykøbing Sj,2142,2016-07-28,Andet
Thyherredvej 12,4,Villa,107,1961,NA,36e4,4500 Nykøbing Sj,3364,2016-07-02,Alm. Salg
Isefjordsvej 9,3,Villa,87,1931,NA,3e5,4500 Nykøbing Sj,3448,2016-07-01,Alm. Salg
Grønnehavestræde 5,12,Villa,242,1850,NA,18e5,4500 Nykøbing Sj,7438,2016-07-01,Andet
Fanøvej 10,5,Villa,130,1996,-0.11,1325e3,4500 Nykøbing Sj,10192,2016-06-22,Alm. Salg
Annebergparken 1,4,Villa,135,1915,0.08,1291e3,4500 Nykøbing Sj,9562,2016-06-21,Alm. Salg
Vesterbro 47,4,Villa,128,1926,0,995e3,4500 Nykøbing Sj,7773,2016-06-13,Alm. Salg
Oddenvej 132,4,Villa,102,1900,NA,278e3,4500 Nykøbing Sj,2725,2016-06-06,Auktion
Rørvigvej 165,4,Villa,85,1959,-0.11,62e4,4500 Nykøbing Sj,7294,2016-05-24,Alm. Salg
Kingosvej 34,4,Villa,94,1955,NA,595e3,4500 Nykøbing Sj,6329,2016-05-24,Alm. Salg
Thyherredvej 5,3,Villa,81,1963,NA,675e3,4500 Nykøbing Sj,8333,2016-05-23,Alm. Salg
Forskodderne 8,5,Villa,150,2009,NA,875e3,4500 Nykøbing Sj,5833,2016-05-20,Alm. Salg
Rørvigvej 141,6,Villa,160,1952,NA,578740,4500 Nykøbing Sj,3617,2016-05-13,Andet
