road_name,room_count,house_type,mt_sq,constr_year,discount,price,postal_code,price_mt_sq,date,sale_type
"Ewaldsensvej 8, st. tv",2,Lejlighed,64,1937,-0.01,1925e3,2000 Frederiksberg,30078,2016-01-13,Alm. Salg
"Frøbels Alle 3, 4. th",2,Lejlighed,64,1937,NA,976779,2000 Frederiksberg,15262,2016-01-12,Alm. Salg
"Finsensvej 5C, st. th",3,Lejlighed,103,1969,-0.03,2625e3,2000 Frederiksberg,25485,2016-01-12,Alm. Salg
"Nordre Fasanvej 33B, 4. th",4,Lejlighed,104,1930,-0.02,4725e3,2000 Frederiksberg,45432,2016-01-12,Alm. Salg
"Porcelænshaven 5A, 3. tv",3,Lejlighed,129,2006,0,6995e3,2000 Frederiksberg,54224,2016-01-12,Alm. Salg
"Godthåbsvænget 37, st. tv",2,Lejlighed,80,1977,-0.02,235e4,2000 Frederiksberg,29375,2016-01-12,Alm. Salg
"Finsensvej 75, 1. tv",3,Lejlighed,80,1926,-0.04,25e5,2000 Frederiksberg,31250,2016-01-11,Alm. Salg
"Nordre Fasanvej 62, 5. 52",2,Lejlighed,61,1974,NA,24e5,2000 Frederiksberg,39344,2016-01-11,Fam. Salg
"Guldborgvej 37, st. tv",4,Lejlighed,86,1902,NA,1835e3,2000 Frederiksberg,21337,2016-01-11,Fam. Salg
"Mariendalsvej 50G, 1. th",2,Lejlighed,72,1995,0,2595e3,2000 Frederiksberg,36041,2016-01-11,Alm. Salg
"Bernhard Bangs Alle 4, st. 9",2,Lejlighed,63,1960,0,1945e3,2000 Frederiksberg,30873,2016-01-11,Alm. Salg
"Borups Alle 103, 1. tv",5,Lejlighed,125,1932,-0.06,305e4,2000 Frederiksberg,24400,2016-01-11,Alm. Salg
"Bernhard Bangs Alle 2, st. 7",1,Lejlighed,63,1960,0,1795e3,2000 Frederiksberg,28492,2016-01-10,Alm. Salg
"Kronprinsensvej 12, st",7,Lejlighed,217,1903,-0.11,715e4,2000 Frederiksberg,32949,2016-01-10,Alm. Salg
"Pile Alle 37, 2. tv",4,Lejlighed,88,1890,NA,17e5,2000 Frederiksberg,19318,2016-01-10,Fam. Salg
"Solvej 2, 4. tv",4,Lejlighed,150,1902,-0.05,606e4,2000 Frederiksberg,40400,2016-01-10,Alm. Salg
"C.F. Richs Vej 140, 2. th",3,Lejlighed,80,1937,NA,2495e3,2000 Frederiksberg,31187,2016-01-08,Alm. Salg
"Porcelænshaven 4C, 1. tv",3,Lejlighed,85,2007,-0.02,4e6,2000 Frederiksberg,47058,2016-01-08,Alm. Salg
"Borgmester Fischers Vej 5B, 2. 2",3,Lejlighed,83,2001,NA,2675e3,2000 Frederiksberg,32228,2016-01-08,Alm. Salg
"Holger Danskes Vej 32, 2. 1",3,Lejlighed,94,2011,0,4345e3,2000 Frederiksberg,46223,2016-01-08,Alm. Salg
"Borups Alle 112, 4. tv",3,Lejlighed,77,1913,0.02,2647e3,2000 Frederiksberg,34376,2016-01-07,Alm. Salg
"Falkoner Alle 126, 2. tv",4,Lejlighed,97,1908,NA,35e5,2000 Frederiksberg,36082,2016-01-07,Alm. Salg
"Moltkesvej 67, st. th",2,Lejlighed,69,1953,-0.05,255e4,2000 Frederiksberg,36956,2016-01-07,Alm. Salg
"Nitivej 20, 2. tv",3,Lejlighed,87,1997,0,31e5,2000 Frederiksberg,35632,2016-01-07,Alm. Salg
Egeskellet 18,5,Lejlighed,157,1978,-0.02,43e5,2000 Frederiksberg,27388,2016-01-06,Alm. Salg
"H. Schneekloths Vej 31, 2. 4",1,Lejlighed,55,1961,0,1595e3,2000 Frederiksberg,29e3,2016-01-06,Alm. Salg
"Roskildevej 116, 2. tv",4,Lejlighed,104,1953,0,2875e3,2000 Frederiksberg,27644,2016-01-05,Alm. Salg
"Guldborgvej 21, 1. tv",3,Lejlighed,65,1902,-0.08,24e5,2000 Frederiksberg,36923,2016-01-05,Alm. Salg
"Holger Danskes Vej 32, 4. 3",3,Lejlighed,124,2011,NA,3059e3,2000 Frederiksberg,24669,2016-01-04,Fam. Salg
"Rådmand Steins Alle 15, st. tv",3,Lejlighed,89,1956,-0.01,231e4,2000 Frederiksberg,25955,2016-01-03,Alm. Salg
N. Jespersens Vej 1,6,Villa,170,1928,-0.09,8225e3,2000 Frederiksberg,48382,2017-06-27,Alm. Salg
Gustav Johannsens Vej 26,5,Villa,155,1933,-0.06,705e4,2000 Frederiksberg,45483,2017-06-27,Alm. Salg
Stockflethsvej 20,8,Villa,224,1916,-0.02,123e5,2000 Frederiksberg,54910,2017-06-27,Alm. Salg
Aurikelvej 20,5,Villa,145,1917,0.01,8075e3,2000 Frederiksberg,55689,2017-06-23,Alm. Salg
Ternevej 16,7,Villa,174,1920,-0.05,71e5,2000 Frederiksberg,40804,2017-06-23,Alm. Salg
Hoffmeyersvej 53,7,Villa,218,1937,-0.03,85e5,2000 Frederiksberg,38990,2017-06-21,Alm. Salg
Brødrene Reebergs Vej 8,5,Villa,203,1943,-0.05,95e5,2000 Frederiksberg,46798,2017-06-16,Alm. Salg
Marielystvej 27,5,Villa,184,1955,-0.06,926e4,2000 Frederiksberg,50326,2017-05-31,Alm. Salg
Fuglebakkevej 59,6,Villa,150,1907,-0.04,1125e4,2000 Frederiksberg,75e3,2017-05-14,Alm. Salg
Tesdorpfsvej 63,7,Villa,186,1896,-0.05,104e5,2000 Frederiksberg,55913,2017-05-03,Alm. Salg
Kronprinsensvej 15,11,Villa,268,1907,-0.13,1e7,2000 Frederiksberg,37313,2017-05-01,Alm. Salg
Dalgas Boulevard 48,7,Villa,449,1927,NA,7695e3,2000 Frederiksberg,17138,2017-04-11,Fam. Salg
Jens Jessens Vej 17,7,Villa,168,1945,NA,3775e3,2000 Frederiksberg,22470,2017-04-04,Alm. Salg
Femte Juni Plads 9,7,Villa,237,1913,0,16e6,2000 Frederiksberg,67510,2017-03-27,Alm. Salg
Ternevej 13,7,Villa,197,1914,-0.02,98e5,2000 Frederiksberg,49746,2017-03-23,Alm. Salg
Stægers Alle 25,5,Villa,186,1926,-0.04,115e5,2000 Frederiksberg,61827,2017-03-22,Alm. Salg
Normasvej 13,5,Villa,218,1931,0.01,109e5,2000 Frederiksberg,5e4,2017-03-22,Alm. Salg
Grøndalsvej 62,9,Villa,326,1933,-0.07,14e6,2000 Frederiksberg,42944,2017-03-17,Alm. Salg
Johan Ottosens Vej 7,7,Villa,197,1955,0,8495e3,2000 Frederiksberg,43121,2017-03-14,Alm. Salg
General Bahnsons Vej 6,5,Villa,150,1954,0.01,81e5,2000 Frederiksberg,54e3,2017-03-09,Alm. Salg
Fuglebakkevej 77,9,Villa,312,1914,-0.04,124e5,2000 Frederiksberg,39743,2017-03-08,Alm. Salg
Aurikelvej 16,5,Villa,128,1954,-0.07,63e5,2000 Frederiksberg,49218,2017-03-03,Alm. Salg
Normasvej 19,7,Villa,149,1930,NA,85e5,2000 Frederiksberg,57046,2017-02-20,Alm. Salg
C.N. Petersens Vej 31,6,Villa,146,1925,-0.02,586e4,2000 Frederiksberg,40136,2017-02-14,Alm. Salg
Magnoliavej 17,7,Villa,170,1928,0,925e4,2000 Frederiksberg,54411,2017-01-29,Alm. Salg
Jyllandsvej 24,6,Villa,144,1907,0,7495e3,2000 Frederiksberg,52048,2017-01-25,Alm. Salg
General Bahnsons Vej 6,5,Villa,150,1954,0,8025e3,2000 Frederiksberg,53500,2016-12-23,Alm. Salg
Solsortvej 111,7,Villa,213,1919,-0.01,8875e3,2000 Frederiksberg,41666,2016-12-22,Alm. Salg
C.F. Richs Vej 44,10,Villa,410,1908,-0.15,155e5,2000 Frederiksberg,37804,2016-12-19,Alm. Salg
Kronprinsensvej 47,5,Villa,186,1933,NA,2142e3,2000 Frederiksberg,11516,2016-12-12,Fam. Salg
Kristian Zahrtmanns Plads 77,7,Villa,209,1912,NA,12e6,2000 Frederiksberg,57416,2016-12-08,Alm. Salg
Tesdorpfsvej 30,6,Villa,174,2014,-0.06,845e4,2000 Frederiksberg,48563,2016-11-28,Alm. Salg
Hoffmeyersvej 15,8,Villa,248,1931,0,105e5,2000 Frederiksberg,42338,2016-11-18,Alm. Salg
Ternevej 20,6,Villa,131,1933,-0.02,59e5,2000 Frederiksberg,45038,2016-11-10,Alm. Salg
General Bahnsons Vej 1,5,Villa,164,1955,0,85e5,2000 Frederiksberg,51829,2016-11-10,Alm. Salg
Tesdorpfsvej 73,6,Villa,198,1944,-0.04,81e5,2000 Frederiksberg,40909,2016-10-31,Alm. Salg
Kronprinsensvej 47,5,Villa,186,1933,NA,35e4,2000 Frederiksberg,1881,2016-10-30,Andet
Dalgas Boulevard 26,6,Villa,231,1945,-0.04,108e5,2000 Frederiksberg,46753,2016-10-28,Alm. Salg
Tesdorpfsvej 73,6,Villa,198,1944,-0.07,79e5,2000 Frederiksberg,39898,2016-10-26,Fam. Salg
Fru Gyllembourgs Vej 3,7,Villa,224,1917,-0.03,92e5,2000 Frederiksberg,41071,2016-10-10,Alm. Salg
Grøndalsvej 19,4,Villa,127,1930,0,8995e3,2000 Frederiksberg,70826,2016-10-03,Alm. Salg
Drosselvej 75,7,Villa,210,1907,NA,59e5,2000 Frederiksberg,28095,2016-09-29,Fam. Salg
Femte Juni Plads 11,5,Villa,200,1918,-0.14,9e6,2000 Frederiksberg,45e3,2016-09-27,Alm. Salg
Dronning Olgas Vej 10,8,Villa,235,1886,-0.03,135e5,2000 Frederiksberg,57446,2016-09-07,Alm. Salg
Dalgas Boulevard 48,7,Villa,449,1927,-0.08,18e6,2000 Frederiksberg,40089,2016-09-04,Alm. Salg
Jyllandsvej 46,7,Villa,167,1944,0,795e4,2000 Frederiksberg,47604,2016-09-03,Alm. Salg
Kongensvej 10,8,Villa,244,1885,-0.12,122e5,2000 Frederiksberg,5e4,2016-08-02,Alm. Salg
C.F. Richs Vej 86,5,Villa,110,1934,NA,247e4,2000 Frederiksberg,22454,2016-08-01,Alm. Salg
Drosselvej 67,6,Villa,200,1914,NA,55e5,2000 Frederiksberg,27500,2016-07-18,Fam. Salg
Normasvej 1,7,Villa,180,1924,NA,865e4,2000 Frederiksberg,48055,2016-07-14,Alm. Salg
Stockflethsvej 26,8,Villa,240,1920,NA,6842500,2000 Frederiksberg,28510,2016-06-27,Fam. Salg
Broderskabsvej 6,6,Villa,144,1900,-0.04,885e4,2000 Frederiksberg,61458,2016-06-22,Alm. Salg
C.F. Richs Vej 47,6,Villa,243,1913,-0.07,13e6,2000 Frederiksberg,53497,2016-06-13,Alm. Salg
Bentzonsvej 6B,4,Villa,99,1904,-0.03,438e4,2000 Frederiksberg,44242,2016-05-26,Alm. Salg
Nyelandsvej 111,7,Villa,231,1916,-0.03,121e5,2000 Frederiksberg,52380,2016-05-23,Alm. Salg
C.F. Richs Vej 58,8,Villa,266,1914,-0.02,137e5,2000 Frederiksberg,51503,2016-05-01,Alm. Salg
Stægers Alle 23,9,Villa,270,1922,-0.12,113e5,2000 Frederiksberg,41851,2016-04-15,Alm. Salg
Duevej 105,6,Villa,164,1926,-0.06,85e5,2000 Frederiksberg,51829,2016-04-08,Alm. Salg
Normasvej 17,9,Villa,236,1928,-0.03,87e5,2000 Frederiksberg,36864,2016-04-08,Alm. Salg
Drosselvej 46,8,Villa,188,1912,-0.08,1095e4,2000 Frederiksberg,58244,2016-04-07,Alm. Salg
Buen 13,5,Villa,132,1915,-0.03,825e4,2000 Frederiksberg,62500,2016-04-03,Alm. Salg
Blytsvej 9,6,Villa,126,1899,-0.02,725e4,2000 Frederiksberg,57539,2016-04-03,Alm. Salg
Duevej 107,5,Villa,159,1940,0,6995e3,2000 Frederiksberg,43993,2016-03-30,Alm. Salg
Fuglebakkevej 72,7,Villa,235,1924,NA,655e4,2000 Frederiksberg,27872,2016-03-20,Fam. Salg
Stockflethsvej 36,8,Villa,197,1933,-0.07,83e5,2000 Frederiksberg,42131,2016-03-18,Alm. Salg
Dalgas Boulevard 56,9,Villa,312,1923,NA,1e7,2000 Frederiksberg,32051,2016-03-03,Andet
Dalgas Boulevard 30,7,Villa,377,1941,-0.13,8685e3,2000 Frederiksberg,23037,2016-02-22,Alm. Salg
Magnoliavej 53,6,Villa,147,1922,-0.06,6475e3,2000 Frederiksberg,44047,2016-01-27,Alm. Salg
Kronprinsensvej 71,5,Villa,121,1952,-0.05,74e5,2000 Frederiksberg,61157,2016-01-15,Alm. Salg
Troels-Lunds Vej 34,5,Villa,134,1946,-0.07,56e5,2000 Frederiksberg,41791,2016-01-13,Alm. Salg
