road_name,room_count,house_type,mt_sq,constr_year,discount,price,postal_code,price_mt_sq,date,sale_type
"Søndre Fasanvej 58, 2",4,Lejlighed,101,1934,-0.05,36e5,2000 Frederiksberg,35643,2016-06-07,Alm. Salg
"Frederiksvej 20, 2. th",4,Lejlighed,87,1906,0,365e4,2000 Frederiksberg,41954,2016-06-07,Alm. Salg
"Nordre Fasanvej 114, 4. tv",2,Lejlighed,49,1897,-0.05,17e5,2000 Frederiksberg,34693,2016-06-07,Alm. Salg
"Rådmand Steins Alle 33, 1. 14",2,Lejlighed,71,1970,-0.03,1845e3,2000 Frederiksberg,25985,2016-06-06,Alm. Salg
"Nordre Fasanvej 114, st. th",3,Lejlighed,88,1897,0,2995e3,2000 Frederiksberg,34034,2016-06-06,Alm. Salg
"Nimbusparken 9, 4. 2",3,Lejlighed,109,2005,0,5195e3,2000 Frederiksberg,47660,2016-06-06,Alm. Salg
"Pile Alle 5C, st. th",3,Lejlighed,84,1975,-0.03,3375e3,2000 Frederiksberg,40178,2016-06-03,Alm. Salg
"Nyelandsvej 5, 4. tv",4,Lejlighed,87,1889,0,3995e3,2000 Frederiksberg,45919,2016-06-03,Alm. Salg
"Kong Georgs Vej 51, 2. mf",3,Lejlighed,89,1963,0,3795e3,2000 Frederiksberg,42640,2016-06-03,Alm. Salg
"Bispeengen 15, 3. tv",3,Lejlighed,86,1911,0,2995e3,2000 Frederiksberg,34825,2016-06-02,Alm. Salg
"Aksel Møllers Have 16, 5. th",3,Lejlighed,76,1944,0,354e4,2000 Frederiksberg,46578,2016-06-02,Alm. Salg
"Godthåbsvænget 15, 3. th",3,Lejlighed,99,1972,-0.03,31e5,2000 Frederiksberg,31313,2016-06-02,Alm. Salg
"Frederik VIs Alle 14, st. tv",3,Lejlighed,90,1905,-0.04,5e6,2000 Frederiksberg,55555,2016-06-02,Alm. Salg
"Steen Blichers Vej 2, st. tv",5,Lejlighed,133,1889,0,5298e3,2000 Frederiksberg,39834,2016-06-02,Alm. Salg
"Vagtelvej 71, 2. tv",3,Lejlighed,84,1969,NA,301e4,2000 Frederiksberg,35833,2016-06-02,Alm. Salg
"Dronning Olgas Vej 49, 1. th",4,Lejlighed,96,1903,0.02,355e4,2000 Frederiksberg,36979,2016-06-02,Alm. Salg
"Nordre Fasanvej 60, 6. 62",1,Lejlighed,45,1974,0.03,2055e3,2000 Frederiksberg,45666,2016-06-01,Alm. Salg
"Falkoner Alle 90, 6. 2",2,Lejlighed,68,1970,-0.02,225e4,2000 Frederiksberg,33088,2016-06-01,Alm. Salg
"Johannes V. Jensens Alle 46, 4. th",5,Lejlighed,168,1971,-0.01,5915e3,2000 Frederiksberg,35208,2016-05-31,Alm. Salg
"Roskildevej 53, st. 4",2,Lejlighed,65,1972,NA,977500,2000 Frederiksberg,15038,2016-05-31,Fam. Salg
"Nordre Fasanvej 112, 2. tv",2,Lejlighed,48,1897,-0.08,1745e3,2000 Frederiksberg,36354,2016-05-31,Alm. Salg
"Borgmester Fischers Vej 5A, 5. 2",3,Lejlighed,99,2001,-0.03,34e5,2000 Frederiksberg,34343,2016-05-31,Alm. Salg
"Hospitalsvej 1A, 1. tv",3,Lejlighed,85,1898,NA,1025e3,2000 Frederiksberg,12058,2016-05-30,Fam. Salg
"Nordre Fasanvej 28, st. tv",3,Lejlighed,80,1901,-0.11,21e5,2000 Frederiksberg,26250,2016-05-30,Alm. Salg
"Borgmester Fischers Vej 5A, 4. 1",2,Lejlighed,93,2001,-0.03,31e5,2000 Frederiksberg,33333,2016-05-30,Alm. Salg
"Pelargonievej 2, 2. th",2,Lejlighed,65,1963,-0.02,215e4,2000 Frederiksberg,33076,2016-05-30,Alm. Salg
"Rådmand Steins Alle 17, 2. tv",3,Lejlighed,90,1956,NA,1001960,2000 Frederiksberg,11132,2016-05-29,Andet
"Munkensvej 10, 4. th",2,Lejlighed,66,1911,NA,215e4,2000 Frederiksberg,32575,2016-05-28,Fam. Salg
"Adilsvej 9, 2",3,Lejlighed,111,1900,-0.01,53e5,2000 Frederiksberg,47747,2016-05-26,Alm. Salg
"Drosselvej 57D, 1. mf",3,Lejlighed,127,1913,NA,45e5,2000 Frederiksberg,35433,2016-05-26,Alm. Salg
"Duevej 56, 2. tv",2,Lejlighed,64,1932,-0.03,2225e3,2000 Frederiksberg,34765,2016-05-26,Alm. Salg
"Preben Kaas Vænge 8, 1",4,Lejlighed,121,2008,0,46e5,2000 Frederiksberg,38016,2016-05-26,Alm. Salg
"Finsensvej 73, 3. tv",3,Lejlighed,79,1926,0,2995e3,2000 Frederiksberg,37911,2016-05-25,Alm. Salg
"Ved Andebakken 8, 4. th",2,Lejlighed,59,1941,-0.03,252e4,2000 Frederiksberg,42711,2016-05-25,Alm. Salg
"Falstersvej 10, st. th",3,Lejlighed,72,1902,-0.06,283e4,2000 Frederiksberg,39305,2016-05-25,Alm. Salg
"Grøndalsvej 18, st. tv",3,Lejlighed,92,1930,0,5295e3,2000 Frederiksberg,57554,2016-05-25,Alm. Salg
"Nyelandsvej 67, 2. tv",4,Lejlighed,152,1910,NA,227e4,2000 Frederiksberg,14934,2016-05-24,Fam. Salg
"Rådmand Steins Alle 11, 5. tv",3,Lejlighed,110,1956,-0.01,31e5,2000 Frederiksberg,28181,2016-05-23,Alm. Salg
"Rådmand Steins Alle 13, 6. th",4,Lejlighed,97,1956,-0.02,2945e3,2000 Frederiksberg,30360,2016-05-23,Alm. Salg
"Bernhard Bangs Alle 1, 5. th",3,Lejlighed,91,1973,0,35e5,2000 Frederiksberg,38461,2016-05-23,Alm. Salg
"Ved Andebakken 6, st. tv",2,Lejlighed,59,1941,0,2295e3,2000 Frederiksberg,38898,2016-05-22,Alm. Salg
"H.V. Nyholms Vej 2, 1. 1",2,Lejlighed,105,2008,4.38,22565280,2000 Frederiksberg,214907,2016-05-20,Andet
"C.F. Richs Vej 146, st. tv",4,Lejlighed,80,1937,0.02,2646041,2000 Frederiksberg,33075,2016-05-20,Alm. Salg
"Duevej 58, 2. th",4,Lejlighed,92,1932,-0.01,345e4,2000 Frederiksberg,37500,2016-05-20,Alm. Salg
"Falkoner Alle 61, 3. th",2,Lejlighed,59,1898,NA,1333e3,2000 Frederiksberg,22593,2016-05-20,Fam. Salg
"Kong Georgs Vej 4, 1. th",3,Lejlighed,82,1898,-0.04,3225e3,2000 Frederiksberg,39329,2016-05-19,Alm. Salg
"Kronprinsesse Sofies Vej 20, 1. 4",2,Lejlighed,60,1969,0,1995e3,2000 Frederiksberg,33250,2016-05-19,Alm. Salg
"Kronprinsesse Sofies Vej 20, 4. 4",2,Lejlighed,60,1969,-0.04,21e5,2000 Frederiksberg,35e3,2016-05-19,Alm. Salg
"Aksel Møllers Have 28, 4. tv",3,Lejlighed,71,1946,0,285e4,2000 Frederiksberg,40140,2016-05-19,Alm. Salg
"C.F. Richs Vej 93, 3. tv",2,Lejlighed,69,1936,0,2295e3,2000 Frederiksberg,33260,2016-05-19,Alm. Salg
"Ved Andebakken 2, 3. tv",2,Lejlighed,56,1941,0,2595e3,2000 Frederiksberg,46339,2016-05-19,Alm. Salg
"Munkensvej 6, 4. th",2,Lejlighed,66,1908,NA,24e5,2000 Frederiksberg,36363,2016-05-19,Alm. Salg
"Lyøvej 5, st. tv",2,Lejlighed,60,1932,NA,1322500,2000 Frederiksberg,22041,2016-05-18,Fam. Salg
"Mathildevej 14A, 2. th",2,Lejlighed,66,1909,0.04,2705e3,2000 Frederiksberg,40984,2016-05-18,Alm. Salg
"Hospitalsvej 6, 2. tv",2,Lejlighed,50,1885,NA,125e4,2000 Frederiksberg,25e3,2016-05-18,Fam. Salg
"Rolfsvej 16, 3. tv",2,Lejlighed,53,1891,0,2295e3,2000 Frederiksberg,43301,2016-05-18,Alm. Salg
"Pelargonievej 2, 4. tv",3,Lejlighed,101,1963,-0.02,343e4,2000 Frederiksberg,33960,2016-05-18,Alm. Salg
"Falkoner Alle 90, 2. 2",2,Lejlighed,68,1970,NA,18e5,2000 Frederiksberg,26470,2016-05-17,Fam. Salg
"A.D. Jørgensens Vej 75, 1. 4",1,Lejlighed,31,1991,-0.09,105e4,2000 Frederiksberg,33870,2016-05-17,Alm. Salg
"Howitzvej 15, 1. 9",2,Lejlighed,87,1977,0,3795e3,2000 Frederiksberg,43620,2016-05-17,Alm. Salg
"Folkvarsvej 28, st. th",2,Lejlighed,46,1887,0,2095e3,2000 Frederiksberg,45543,2016-05-17,Alm. Salg
"Holger Danskes Vej 12, 2. tv",2,Lejlighed,46,1885,-0.02,1765e3,2000 Frederiksberg,38369,2016-05-16,Alm. Salg
"Elga Olgas Vej 1, 2. tv",4,Lejlighed,134,2008,NA,4895e3,2000 Frederiksberg,36529,2016-05-13,Alm. Salg
"Mariendalsvej 11, 4. mf",2,Lejlighed,68,1936,-0.02,245e4,2000 Frederiksberg,36029,2016-05-13,Alm. Salg
"Nitivej 20, 4. mf",2,Lejlighed,65,1997,NA,2702e3,2000 Frederiksberg,41569,2016-05-13,Alm. Salg
"Godthåbsvej 133, 3. tv",4,Lejlighed,116,1934,-0.09,3555e3,2000 Frederiksberg,30646,2016-05-13,Alm. Salg
"Langelandsvej 6, 3. tv",3,Lejlighed,98,1895,-0.03,375e4,2000 Frederiksberg,38265,2016-05-12,Alm. Salg
"Nitivej 16, 4. tv",3,Lejlighed,85,1997,NA,34e5,2000 Frederiksberg,4e4,2016-05-12,Alm. Salg
"Søndre Fasanvej 87D, 5. 1",2,Lejlighed,61,1991,0,2175e3,2000 Frederiksberg,35655,2016-05-12,Alm. Salg
"Dronning Olgas Vej 57B, 2. tv",3,Lejlighed,97,1902,-0.04,341e4,2000 Frederiksberg,35154,2016-05-11,Alm. Salg
"C.F. Richs Vej 100, 2. tv",3,Lejlighed,73,1936,-0.05,219e4,2000 Frederiksberg,3e4,2016-05-11,Alm. Salg
"Bernhard Bangs Alle 15B, 3. tv",3,Lejlighed,91,1973,-0.02,295e4,2000 Frederiksberg,32417,2016-05-10,Alm. Salg
"Nordre Fasanvej 33B, st. tv",5,Lejlighed,135,1930,-0.03,4075e3,2000 Frederiksberg,30185,2016-05-10,Alm. Salg
"Rådmand Steins Alle 11, 1. tv",3,Lejlighed,110,1956,0.02,3245e3,2000 Frederiksberg,29500,2016-05-10,Alm. Salg
"Langelands Plads 4, 2. th",3,Lejlighed,67,1900,-0.01,315e4,2000 Frederiksberg,47014,2016-05-10,Alm. Salg
"Sprogøvej 7, 4. tv",4,Lejlighed,100,1982,-0.05,4e6,2000 Frederiksberg,4e4,2016-05-10,Alm. Salg
"H.V. Nyholms Vej 2, 2. 2",4,Lejlighed,105,2008,-0.03,428e4,2000 Frederiksberg,40761,2016-05-09,Alm. Salg
"Rådmand Steins Alle 33, 6. 65",2,Lejlighed,74,1970,0,2195e3,2000 Frederiksberg,29662,2016-05-08,Alm. Salg
"Bentzonsvej 8, st. tv",3,Lejlighed,70,1904,0,3195e3,2000 Frederiksberg,45642,2016-05-08,Alm. Salg
"Mariendalsvej 28, st. th",4,Lejlighed,127,1898,-0.01,68e5,2000 Frederiksberg,53543,2016-05-07,Alm. Salg
"Langelandsvej 41, 2. tv",3,Lejlighed,68,1898,-0.01,2975e3,2000 Frederiksberg,43750,2016-05-06,Alm. Salg
"Yrsavej 9, 2. th",3,Lejlighed,67,1885,NA,3295e3,2000 Frederiksberg,49179,2016-05-06,Alm. Salg
Porcelænshaven 10A,3,Lejlighed,71,1919,0,3995e3,2000 Frederiksberg,56267,2016-05-05,Alm. Salg
"Nordre Fasanvej 180, 2. th",3,Lejlighed,80,1934,0,2995e3,2000 Frederiksberg,37437,2016-05-05,Alm. Salg
"Normasvej 39, st. tv",4,Lejlighed,89,1936,-0.03,3e6,2000 Frederiksberg,33707,2016-05-05,Alm. Salg
"Vagtelvej 65, 1. tv",3,Lejlighed,84,1969,-0.06,2525e3,2000 Frederiksberg,30059,2016-05-04,Alm. Salg
"Duevej 56, 2. tv",2,Lejlighed,64,1932,NA,1582e3,2000 Frederiksberg,24718,2016-05-04,Fam. Salg
"Nordre Fasanvej 165, 5. th",2,Lejlighed,55,1900,0.05,21e5,2000 Frederiksberg,38181,2016-05-03,Alm. Salg
"Nimbusparken 9, 2. 3",4,Lejlighed,109,2005,NA,4695e3,2000 Frederiksberg,43073,2016-05-03,Alm. Salg
"Nyelandsvej 73, 1. 1",2,Lejlighed,80,1957,-0.01,2675e3,2000 Frederiksberg,33437,2016-05-02,Alm. Salg
"C.F. Richs Vej 152, 2. th",2,Lejlighed,46,1935,0,139e4,2000 Frederiksberg,30217,2016-05-02,Alm. Salg
"Nimbusparken 5, 2. 3",4,Lejlighed,109,2005,NA,4695e3,2000 Frederiksberg,43073,2016-05-02,Alm. Salg
"Prins Constantins Vej 7, st. th",2,Lejlighed,71,1936,-0.04,22e5,2000 Frederiksberg,30985,2016-05-02,Alm. Salg
"Nimbusparken 9, 3. 1",4,Lejlighed,109,2005,NA,4695e3,2000 Frederiksberg,43073,2016-05-02,Alm. Salg
"Frederik VIs Alle 4, 4. th",4,Lejlighed,106,1905,-0.05,56e5,2000 Frederiksberg,52830,2016-04-30,Alm. Salg
"Godthåbsvej 17, 3. th",4,Lejlighed,105,1883,NA,445e4,2000 Frederiksberg,42380,2016-04-30,Alm. Salg
"Nimbusparken 5, 2. 4",4,Lejlighed,109,2005,0.01,443e4,2000 Frederiksberg,40642,2016-04-29,Alm. Salg
"C.F. Richs Vej 110, 3. th",3,Lejlighed,68,1937,-0.03,2175e3,2000 Frederiksberg,31985,2016-04-29,Alm. Salg
"Nimbusparken 7, 1. 2",4,Lejlighed,109,2005,0,4675e3,2000 Frederiksberg,42889,2016-04-28,Alm. Salg
"Nitivej 20, 2. mf",2,Lejlighed,65,1997,0,2595e3,2000 Frederiksberg,39923,2016-04-28,Alm. Salg
"Finsensvej 36A, st. tv",3,Lejlighed,86,1979,0,2998e3,2000 Frederiksberg,34860,2016-04-28,Alm. Salg
"Grøndalsvej 8, 1. tv",4,Lejlighed,107,1934,-0.03,41e5,2000 Frederiksberg,38317,2016-04-27,Alm. Salg
"Pelargonievej 1, st. tv",4,Lejlighed,98,1989,-0.05,285e4,2000 Frederiksberg,29081,2016-04-27,Alm. Salg
"Godthåbsvej 137, 4. th",3,Lejlighed,78,1934,-0.05,305e4,2000 Frederiksberg,39102,2016-04-27,Alm. Salg
"Stockflethsvej 5, 3",4,Lejlighed,123,1938,-0.02,6375e3,2000 Frederiksberg,51829,2016-04-26,Alm. Salg
"Duevej 58, 4. th",3,Lejlighed,92,1932,-0.05,34e5,2000 Frederiksberg,36956,2016-04-26,Alm. Salg
"Kilevej 6, 4. tv",4,Lejlighed,182,2009,-0.04,795e4,2000 Frederiksberg,43681,2016-04-26,Alm. Salg
"Duevej 113, 3. tv",3,Lejlighed,97,1958,0,3295e3,2000 Frederiksberg,33969,2016-04-25,Alm. Salg
"Nimbusparken 7, 2. 3",4,Lejlighed,109,2005,0,4695e3,2000 Frederiksberg,43073,2016-04-25,Alm. Salg
"C.F. Richs Vej 98, 3. th",2,Lejlighed,61,1936,-0.03,1745e3,2000 Frederiksberg,28606,2016-04-25,Alm. Salg
"Dalgas Boulevard 91, 4. tv",4,Lejlighed,103,1932,0.03,3826257,2000 Frederiksberg,37148,2016-04-24,Alm. Salg
"C.F. Richs Vej 142, 2. tv",4,Lejlighed,81,1937,-0.02,24e5,2000 Frederiksberg,29629,2016-04-24,Alm. Salg
"Solvej 2, st. th",5,Lejlighed,142,1902,-0.02,5137500,2000 Frederiksberg,36179,2016-04-24,Alm. Salg
"Ane Katrines Vej 18, 1. 4",2,Lejlighed,47,1932,-0.01,172e4,2000 Frederiksberg,36595,2016-04-24,Alm. Salg
"Langelandsvej 49B, 3. tv",3,Lejlighed,65,1897,0,3095e3,2000 Frederiksberg,47615,2016-04-24,Alm. Salg
"A.D. Jørgensens Vej 75, 2. 3",1,Lejlighed,31,1991,-0.02,83e4,2000 Frederiksberg,26774,2016-04-24,Alm. Salg
"Pelargonievej 2, 4. th",2,Lejlighed,65,1963,-0.04,202e4,2000 Frederiksberg,31076,2016-04-24,Alm. Salg
"Aksel Møllers Have 30, 2. tv",2,Lejlighed,63,1946,0,225e4,2000 Frederiksberg,35714,2016-04-23,Alm. Salg
"Borgmester Fischers Vej 5C, st. 3",2,Lejlighed,61,2001,NA,1685e3,2000 Frederiksberg,27622,2016-04-21,Alm. Salg
"Porcelænshaven 4D, 3. mf",3,Lejlighed,89,2007,0.03,5435e3,2000 Frederiksberg,61067,2016-04-21,Alm. Salg
"Finsensvej 47A, 1. 105",1,Lejlighed,59,1961,NA,1216125,2000 Frederiksberg,20612,2016-04-21,Fam. Salg
"Duevej 120B, st",3,Lejlighed,61,1917,NA,293e4,2000 Frederiksberg,48032,2016-04-21,Alm. Salg
"Munkensvej 9, st. th",2,Lejlighed,65,1913,0,2145e3,2000 Frederiksberg,33e3,2016-04-20,Alm. Salg
"Nordre Fasanvej 167, 1. th",3,Lejlighed,66,1900,0.01,2525e3,2000 Frederiksberg,38257,2016-04-20,Alm. Salg
"Rolfsvej 14, 4. th",1,Lejlighed,50,1891,-0.02,216e4,2000 Frederiksberg,43200,2016-04-20,Alm. Salg
"Dirch Passers Allé 11, 1. tv",3,Lejlighed,99,2008,-0.02,371e4,2000 Frederiksberg,37474,2016-04-19,Alm. Salg
"Nyelandsvej 83, 3. th",5,Lejlighed,127,1905,-0.07,425e4,2000 Frederiksberg,33464,2016-04-19,Alm. Salg
"Porcelænshaven 5A, 3. th",3,Lejlighed,146,2006,NA,8795e3,2000 Frederiksberg,60239,2016-04-19,Alm. Salg
"Mariendalsvej 26, 1. th",2,Lejlighed,66,1962,-0.01,2275e3,2000 Frederiksberg,34469,2016-04-19,Alm. Salg
"Roskildevej 98, 1. mf",2,Lejlighed,60,1953,0,1795e3,2000 Frederiksberg,29916,2016-04-18,Alm. Salg
"Nimbusparken 1, 4. 4",2,Lejlighed,81,2004,0,3498e3,2000 Frederiksberg,43185,2016-04-18,Alm. Salg
"Godthåbsvej 37, 2. th",2,Lejlighed,69,1943,0.03,2612e3,2000 Frederiksberg,37855,2016-04-18,Alm. Salg
"Wilkensvej 8, 5. th",2,Lejlighed,63,1981,0.07,2456e3,2000 Frederiksberg,38984,2016-04-17,Alm. Salg
"Frederiksvej 10, st. th",3,Lejlighed,75,1885,-0.03,2995e3,2000 Frederiksberg,39933,2016-04-17,Alm. Salg
"Frederik VIs Alle 10, 1. th",6,Lejlighed,159,1905,NA,82e5,2000 Frederiksberg,51572,2016-04-16,Alm. Salg
"Borgmester Fischers Vej 5C, 2. 3",2,Lejlighed,61,2001,-0.03,1735e3,2000 Frederiksberg,28442,2016-04-15,Alm. Salg
"Nordre Fasanvej 60, 1. 12",2,Lejlighed,62,1974,NA,22e5,2000 Frederiksberg,35483,2016-04-15,Alm. Salg
"Marielystvej 4B, st. th",4,Lejlighed,102,1934,0.04,47e5,2000 Frederiksberg,46078,2016-04-15,Alm. Salg
"Porcelænshaven 4F, st. tv",4,Lejlighed,93,2007,-0.01,435e4,2000 Frederiksberg,46774,2016-04-15,Alm. Salg
"Nimbusparken 7, 2. 2",4,Lejlighed,109,2005,NA,4695e3,2000 Frederiksberg,43073,2016-04-15,Alm. Salg
"Falkoner Alle 33, 3. th",3,Lejlighed,75,1888,NA,3495e3,2000 Frederiksberg,46600,2016-04-15,Alm. Salg
"C.F. Richs Vej 92, 1. tv",4,Lejlighed,107,1936,-0.01,345e4,2000 Frederiksberg,32242,2016-04-15,Alm. Salg
"Duevej 118, 4. tv",2,Lejlighed,62,1917,-0.05,2e6,2000 Frederiksberg,32258,2016-04-15,Alm. Salg
"Rådmand Steins Alle 1, 2. th",3,Lejlighed,82,1953,-0.02,24e5,2000 Frederiksberg,29268,2016-04-15,Alm. Salg
"Nordre Fasanvej 93, 3. th",3,Lejlighed,95,2005,-0.02,362e4,2000 Frederiksberg,38105,2016-04-14,Alm. Salg
"Nimbusparken 1, st. 1",3,Lejlighed,130,2004,-0.03,58e5,2000 Frederiksberg,44615,2016-04-14,Alm. Salg
"Borups Alle 103, 1. th",4,Lejlighed,101,1932,-0.06,3e6,2000 Frederiksberg,29702,2016-04-14,Alm. Salg
"Kongensvej 9, st",6,Lejlighed,137,1883,0,69e5,2000 Frederiksberg,50364,2016-04-13,Alm. Salg
"Borgmester Fischers Vej 5A, st. 2",3,Lejlighed,99,2001,-0.03,2995e3,2000 Frederiksberg,30252,2016-04-13,Alm. Salg
"Wilkensvej 9, st. tv",2,Lejlighed,70,1972,0,2495e3,2000 Frederiksberg,35642,2016-04-12,Alm. Salg
"Vagtelvej 59, 4. th",3,Lejlighed,84,1969,0,2995e3,2000 Frederiksberg,35654,2016-04-12,Alm. Salg
"Søndre Fasanvej 87B, st. 1",3,Lejlighed,86,1991,-0.02,295e4,2000 Frederiksberg,34302,2016-04-12,Alm. Salg
"Søndre Fasanvej 87C, 1. 2",4,Lejlighed,94,1991,-0.01,345e4,2000 Frederiksberg,36702,2016-04-12,Alm. Salg
"Peter Bangs Vej 47, 2. tv",4,Lejlighed,117,1972,0.01,354e4,2000 Frederiksberg,30256,2016-04-12,Alm. Salg
"Falkoner Alle 44, 2. tv",3,Lejlighed,100,1914,-0.08,395e4,2000 Frederiksberg,39500,2016-04-11,Alm. Salg
"Borups Alle 113, 2. m",3,Lejlighed,100,1972,-0.03,3e6,2000 Frederiksberg,3e4,2016-04-11,Alm. Salg
"Frederik VIs Alle 8, 3. th",4,Lejlighed,117,1904,NA,2762500,2000 Frederiksberg,23611,2016-04-11,Fam. Salg
"Bentzonsvej 8, 3. th",3,Lejlighed,78,1904,NA,2482e3,2000 Frederiksberg,31820,2016-04-11,Fam. Salg
"Bispeengen 9, 2. th",2,Lejlighed,68,1914,NA,75e3,2000 Frederiksberg,1102,2016-04-11,Alm. Salg
"Frederik VIs Alle 3, 1. th",4,Lejlighed,100,1905,0,485e4,2000 Frederiksberg,48500,2016-04-10,Alm. Salg
"Mariendalsvej 70, 2. tv",3,Lejlighed,99,1930,NA,38e5,2000 Frederiksberg,38383,2016-04-10,Fam. Salg
"Grøndalsvej 16, st. th",3,Lejlighed,94,1930,-0.03,505e4,2000 Frederiksberg,53723,2016-04-10,Alm. Salg
"Ewaldsensvej 12, 1. tv",2,Lejlighed,66,1937,-0.05,18e5,2000 Frederiksberg,27272,2016-04-09,Alm. Salg
"Bispeengen 21, 4. th",4,Lejlighed,123,1913,-0.01,405e4,2000 Frederiksberg,32926,2016-04-08,Alm. Salg
"Hospitalsvej 6, 2. th",2,Lejlighed,48,1885,0,2495e3,2000 Frederiksberg,51979,2016-04-08,Alm. Salg
"P. Andersens Vej 1, 1. tv",3,Lejlighed,93,1901,0,3595e3,2000 Frederiksberg,38655,2016-04-07,Alm. Salg
"Roskildevej 96, st. tv",3,Lejlighed,85,1953,-0.07,205e4,2000 Frederiksberg,24117,2016-04-07,Alm. Salg
"C.F. Richs Vej 148, 2. tv",2,Lejlighed,60,1935,-0.05,1595e3,2000 Frederiksberg,26583,2016-04-07,Alm. Salg
"Bernhard Bangs Alle 4, 1. 30",2,Lejlighed,90,1960,-0.04,2631625,2000 Frederiksberg,29240,2016-04-07,Alm. Salg
"Ewaldsensvej 10, 3. tv",2,Lejlighed,64,1937,NA,11e5,2000 Frederiksberg,17187,2016-04-07,Fam. Salg
Allegade 23D,5,Lejlighed,156,1890,0,6395e3,2000 Frederiksberg,40993,2016-04-07,Alm. Salg
"C.F. Richs Vej 96, st. tv",2,Lejlighed,62,1936,-0.03,17e5,2000 Frederiksberg,27419,2016-04-06,Alm. Salg
"Howitzvej 15, 2. 12",3,Lejlighed,97,1977,-0.03,455e4,2000 Frederiksberg,46907,2016-04-06,Alm. Salg
"Dirch Passers Allé 9, 2. tv",3,Lejlighed,98,2008,0,3795e3,2000 Frederiksberg,38724,2016-04-06,Alm. Salg
"Borups Alle 150A, 1. tv",4,Lejlighed,126,1918,NA,445e4,2000 Frederiksberg,35317,2016-04-06,Alm. Salg
"Duevej 46, 4. th",3,Lejlighed,70,1932,NA,2825e3,2000 Frederiksberg,40357,2016-04-05,Alm. Salg
"Nordre Fasanvej 28, 1. th",3,Lejlighed,72,1901,0.02,2795e3,2000 Frederiksberg,38819,2016-04-05,Alm. Salg
"Vagtelvej 57, 4. tv",3,Lejlighed,87,1969,-0.04,2685e3,2000 Frederiksberg,30862,2016-04-04,Alm. Salg
"Howitzvej 61, 4. tv",2,Lejlighed,61,1902,0.06,285e4,2000 Frederiksberg,46721,2016-04-04,Alm. Salg
"Duevej 56, 2. th",3,Lejlighed,75,1932,0.05,2975e3,2000 Frederiksberg,39666,2016-04-04,Alm. Salg
"Fuglebakkevej 92, 3. 4",2,Lejlighed,59,1970,0,1849e3,2000 Frederiksberg,31338,2016-04-04,Alm. Salg
"Smallegade 39, 3. th",2,Lejlighed,64,1888,0.05,282e4,2000 Frederiksberg,44062,2016-04-01,Alm. Salg
"Nitivej 20, st. mf",2,Lejlighed,65,1997,0,265e4,2000 Frederiksberg,40769,2016-04-01,Alm. Salg
"Duevej 114, 1. th",2,Lejlighed,65,1917,NA,225e4,2000 Frederiksberg,34615,2016-04-01,Alm. Salg
"Finsensvej 47A, 2. 204",2,Lejlighed,60,1961,NA,977500,2000 Frederiksberg,16291,2016-04-01,Fam. Salg
"Ewaldsensvej 10, 4. th",2,Lejlighed,64,1937,NA,155e4,2000 Frederiksberg,24218,2016-03-31,Fam. Salg
"Munkensvej 9, 4. tv",2,Lejlighed,65,1913,0,2095e3,2000 Frederiksberg,32230,2016-03-31,Alm. Salg
"Holger Danskes Vej 102, st. mf",2,Lejlighed,68,2005,-0.04,24e5,2000 Frederiksberg,35294,2016-03-31,Alm. Salg
"Mariendalsvej 12A, 4. tv",4,Lejlighed,91,1938,-0.03,34e5,2000 Frederiksberg,37362,2016-03-31,Alm. Salg
"Godthåbsvej 17, 4",3,Lejlighed,162,1883,-0.04,5775e3,2000 Frederiksberg,35648,2016-03-31,Alm. Salg
"Bernhard Bangs Alle 22, 2. tv",5,Lejlighed,122,1929,0,451e4,2000 Frederiksberg,36967,2016-03-30,Alm. Salg
"Langelandsvej 13, 5. th",3,Lejlighed,59,1899,0,24e5,2000 Frederiksberg,40677,2016-03-30,Alm. Salg
"Roskildevej 122, 5. th",3,Lejlighed,78,1953,0,2301e3,2000 Frederiksberg,29500,2016-03-30,Alm. Salg
"Dirch Passers Allé 15, 4. tv",3,Lejlighed,99,2008,-0.02,3825e3,2000 Frederiksberg,38636,2016-03-29,Alm. Salg
"C.F. Richs Vej 134, st. tv",2,Lejlighed,57,1937,NA,1385e3,2000 Frederiksberg,24298,2016-03-29,Alm. Salg
"C.F. Richs Vej 150, 2. th",2,Lejlighed,57,1935,0.02,163e4,2000 Frederiksberg,28596,2016-03-29,Alm. Salg
"Mariendalsvej 65, st. th",3,Lejlighed,65,1932,0,2495e3,2000 Frederiksberg,38384,2016-03-29,Alm. Salg
"Godthåbsvej 35, 1. tv",2,Lejlighed,67,1943,NA,1565500,2000 Frederiksberg,23365,2016-03-29,Fam. Salg
"Lyøvej 20, 3. tv",4,Lejlighed,101,1979,-0.01,433e4,2000 Frederiksberg,42871,2016-03-27,Alm. Salg
"Rolfsvej 14, st. th",2,Lejlighed,53,1891,0.01,231e4,2000 Frederiksberg,43584,2016-03-25,Alm. Salg
"Finsensvej 47A, 2. 203",2,Lejlighed,60,1961,-0.06,1875e3,2000 Frederiksberg,31250,2016-03-24,Alm. Salg
"Ane Katrines Vej 14, st. 3",2,Lejlighed,51,1932,NA,11e5,2000 Frederiksberg,21568,2016-03-23,Alm. Salg
